"dtn" -- "networks"
"intestinal stem cells" -- "cell death"
"intestinal stem cells" -- "necrotizing enterocolitis"
"reliability engineering" -- "physical asset management"
"reliability engineering" -- "collaborative engineering"
"reliability engineering" -- "complex system design"
"reliability engineering" -- "quality"
"health sciences" -- "public health"
"cbct" -- "orthodontics"
"cbct" -- "radyoloji"
"hypertrophic cardiomyopathy" -- "cardiovascular imaging"
"quantitative sociology" -- "ethnicity"
"economics of natural disasters" -- "energy"
"coalition formation" -- "matching"
"emotional engineering" -- "collaborative engineering"
"fiber sensors" -- "fiber lasers"
"refugee policy" -- "citizenship"
"multi-core computing" -- "mobile computing"
"human neuroimaging" -- "neuroscience"
"popularisation of science" -- "applied nuclear physics"
"popularisation of science" -- "science communication"
"implantology" -- "periodontology"
"machine design" -- "cad"
"proof complexity" -- "foundations of cryptography"
"proof complexity" -- "computational complexity"
"aquinas" -- "metaphysics"
"geometry processing" -- "architectural geometry"
"geometry processing" -- "computer graphics"
"geometry processing" -- "mobility data mining"
"asian tectonics" -- "metamorphic petrology"
"building energy modeling" -- "distributed generation"
"business rules" -- "artificial intelligence"
"topography" -- "photogrammetry"
"first amendment" -- "constitutional law"
"virtualization security" -- "cloud security"
"cuidados paliativos" -- "enfermería"
"zooarchaeology" -- "environmental archaeology"
"zooarchaeology" -- "human-animal relationships"
"zooarchaeology" -- "human paleoecology"
"zooarchaeology" -- "archaeozoology"
"zooarchaeology" -- "archaeology"
"zooarchaeology" -- "animal domestication"
"crisis intervention" -- "trauma"
"fluidos supercríticos" -- "termodinâmica"
"nanopartículas" -- "química organometálica"
"reading practices" -- "embodiment"
"synergies" -- "resource efficiency"
"algal biotechnology" -- "phycology"
"electrostatics" -- "dynamics"
"lgbt rights" -- "constitutional law"
"transaction costs" -- "property rights"
"transaction costs" -- "institutional economics"
"genetic toxicology" -- "human genetics"
"artistic research" -- "open source software"
"pavement design" -- "analysis"
"pavement design" -- "pavement rehabilitation"
"advanced manufacturing processes" -- "laser material processing"
"terradynamics" -- "robotics"
"experimental software engineering" -- "software engineering"
"weight bias" -- "body image"
"judaism" -- "film"
"speaker diarization" -- "speech recognition"
"aqueous two-phase systems" -- "microfluidics"
"lifelogging" -- "information retrieval"
"applications of statistics" -- "statistical methods"
"pavement engineering" -- "geotechnical engineering"
"pavement engineering" -- "warm mix asphalt"
"pavement engineering" -- "infrastructure materials"
"pavement engineering" -- "hilbert huang transform"
"pavement engineering" -- "rap"
"pavement engineering" -- "pavement materials"
"pavement engineering" -- "asphalt concrete"
"pavement engineering" -- "waste materials"
"pavement engineering" -- "asphalt technology"
"sustainable rural development" -- "assessment"
"maritime engineering" -- "naval architecture"
"diagnostics" -- "point of care"
"diagnostics" -- "automatique"
"diagnostics" -- "microfluidics"
"diagnostics" -- "space technology"
"diagnostics" -- "prognostics"
"21st century literature" -- "shakespeare"
"brand relationships" -- "branding"
"weather extremes" -- "business"
"cluster science" -- "physical chemistry"
"macroecology" -- "reef fish ecology"
"macroecology" -- "early vertebrates"
"macroecology" -- "biogeography"
"multiple imputation" -- "missing data"
"early years" -- "public health"
"mobile marketing" -- "customer relationship management"
"metal matrix composites" -- "corrosion"
"pattern mining" -- "data mining"
"restauración" -- "conservación"
"restauración" -- "arquitectura"
"restauración" -- "geomorfología fluvial"
"joint attention" -- "cognition"
"cryo electron tomography" -- "structural biology"
"spontaneous brain activity" -- "attention"
"amo" -- "quantum optics"
"manycores" -- "code analysis"
"social commerce" -- "e-commerce"
"multimodal discourse analysis" -- "social semiotics"
"upper limb" -- "motor control"
"soldering" -- "intermetallics"
"soldering" -- "flux"
"locative media" -- "mobile media"
"locative media" -- "location-based games"
"colloids" -- "environmental photochemistry"
"colloids" -- "interfacial phenomena"
"colloids" -- "bacterial motility"
"colloids" -- "fluid physics"
"colloids" -- "luminescent nanomaterials"
"colloids" -- "pulmonary drug delivery"
"colloids" -- "soft matter"
"colloids" -- "bio-based materials"
"colloids" -- "asphaltenes"
"colloids" -- "janus colloids"
"colloids" -- "interfacial engineering"
"colloids" -- "electrophoretic deposition"
"colloids" -- "lyotropic liquid crystals"
"colloids" -- "cellulose nanomaterials"
"colloids" -- "complex flows"
"colloids" -- "interfacial science"
"colloids" -- "interface science"
"colloids" -- "surfactant adsorption"
"colloids" -- "surfactants"
"colloids" -- "wetting"
"colloids" -- "emulsions"
"colloids" -- "binding"
"colloids" -- "graphene-based materials"
"colloids" -- "non-spherical particles"
"colloids" -- "film formation"
"colloids" -- "pathogen detection"
"colloids" -- "interfaces"
"colloids" -- "surface forces"
"colloids" -- "intermolecular"
"colloids" -- "fluidics"
"colloids" -- "biological tissue"
"colloids" -- "polymer networks"
"colloids" -- "monolayers"
"colloids" -- "biomedical materials"
"colloids" -- "cleaning"
"contact" -- "multibody dynamics"
"wireless sensor networks (wsns)" -- "vlsi"
"natural hazards" -- "disaster risk"
"natural hazards" -- "landslides"
"natural hazards" -- "geomorphology"
"neocortex" -- "electrophysiology"
"geografia regional" -- "geografia urbana"
"structural mechanics" -- "shell structures"
"structural mechanics" -- "computational mechanics"
"central america" -- "gangs"
"controlled polymerization" -- "polymer chemistry"
"graphs" -- "evolutionary games"
"graphs" -- "algorithms"
"quantum many body systems" -- "quantum information"
"historia política contemporánea" -- "ciencia"
"healthcare" -- "machine learning"
"insect biochemistry" -- "olfaction"
"theory of grammar" -- "cognition"
"equity" -- "diversity"
"participación ciudadana" -- "didáctica de las ciencias sociales"
"prognostics" -- "health management"
"prognostics" -- "condition based maintenance"
"prognostics" -- "phm"
"african cities" -- "urban planning"
"scalability" -- "distributed systems"
"neurological rehabilitation" -- "electrophysical agents"
"neurological rehabilitation" -- "stroke"
"geologic storage of co2" -- "reservoir engineering"
"intercultural studies" -- "applied linguistics"
"sti prevention" -- "hiv"
"sistemas inteligentes" -- "inteligencia artificial"
"sistemas inteligentes" -- "planejamento energético"
"data centers" -- "tcp"
"data centers" -- "cloud computing"
"bioinfo" -- "csp"
"boiling heat transfer" -- "mass transfer"
"triassic" -- "paleontology"
"fractal theory" -- "heat"
"digital vlsi" -- "computer architecture"
"swarm intelligence" -- "swarm robotics"
"swarm intelligence" -- "artificial intelligence"
"swarm intelligence" -- "machine consciousness"
"swarm intelligence" -- "molecular robotics"
"particle physics theory" -- "phenomenology"
"root biology" -- "plant biology"
"critical discourse analysis" -- "discourse studies"
"critical discourse analysis" -- "discourse analysis"
"benthic biogeochemistry" -- "analytical chemistry"
"research" -- "cta"
"research" -- "education"
"development geography" -- "urban"
"american political institutions" -- "quantitative methods"
"bdnf" -- "depression"
"design optimisation" -- "computational mechanics"
"genotoxicology" -- "nanotoxicology"
"hrv" -- "sleep"
"structural cell biology" -- "biochemistry"
"heat flow" -- "hydrogeology"
"papua new guinea" -- "melanesia"
"papua new guinea" -- "anthropology"
"spectroscopy techniques" -- "automation"
"cellulosic biofuels" -- "bio-based products"
"cellulosic biofuels" -- "plant propagation"
"cellulosic biofuels" -- "bioenergy"
"engenharia química" -- "fluidização"
"engenharia química" -- "fenômenos de transporte"
"project finance" -- "mine closure"
"project finance" -- "infrastructure finance"
"project finance" -- "renewable energy"
"biophysical modeling" -- "mri physics"
"biophysical modeling" -- "biological physics"
"endodontology" -- "dentistry"
"comportamiento" -- "aprendizaje"
"comportamiento" -- "evolución"
"child language acquisition" -- "language development"
"flood basalts" -- "kimberlites"
"symbolic development" -- "writing"
"acoustics engineering" -- "audio signal processing"
"produits naturels" -- "polyketides"
"maritime economics" -- "ports"
"spectroelectrochemistry" -- "electrochemistry"
"spectroelectrochemistry" -- "eis"
"infrastructure design" -- "hydrology"
"integrated water management" -- "environmental flows"
"health decision making" -- "health informatics"
"spatio-temporal data analytics" -- "intelligent transportation systems"
"trace metal biogeochemistry" -- "chemical oceanography"
"crisis management" -- "public leadership"
"crisis management" -- "risk management"
"industrial design engineering" -- "mass customization"
"virtual reference services" -- "library instruction"
"facebook" -- "social media"
"nanomatériaux" -- "surface"
"nanomatériaux" -- "electrochimie"
